    #  NAME     PCD    PRIC    PLST    HRY     HRL     PWR     WDT     SPD     RC1     RC2     XLB     FCM     VR1     VR2     EFM     RTI     EMX     RR      TLD     RHT     RIN     DKH     DKI     IHC      HE      ORHI    FRCP    FPOP    CFEM    STIR      EQP
  |-----TILL------|     1       2       3       4       5       6       7       8       9      10      11      12      13      14      15      16      17      18      19      20      21      22      23       24       25      26      27      28      29          
   18 TR2160DS POWE   71619   78781     660   12000     119     0.3       0   0.007       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 2WD 160 HP DIESE    
   21 TR2175DS POWE   84254   92679     660   12000     130     0.3       0   0.007       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 2WD 175 HP DIESE    
   24 TR2205DS POWE  103428  113771     685   12000     153     0.3       0   0.007       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 2WD 205 HP DIESE    
   27 TR2225DS POWE  116240  127864     800   12000     168     0.3       0   0.007       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 2WD 225 HP DIESE    
   30 TR2290DS POWE  147253  161978     999   12000     216     0.3       0   0.007       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 2WD 290 HP DIESE    
   33 TR4W40DS POWE   15908   17499     320   12000      30     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD  40 HP DIESE    
   36 TR4W55DS POWE   18650   20515     340   12000      41     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD  55 HP DIESE    
   39 TR4W85DS POWE   29862   32848     550   12000      63     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD  85 HP DIESE    
   42 TR4100DS POWE   38492   42342     525   12000      75     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD 100 HP DIESE    
   45 TR4135DS POWE   54791   60270     640   12000     101     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD 135 HP DIESE    
   48 TR4160DS POWE   69716   76687     660   12000     119     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD 160 HP DIESE    
   51 TR4175DS POWE   81881   90069     660   12000     130     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD 175 HP DIESE    
   54 TR4205DS POWE  100515  110567     685   12000     153     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD 205 HP DIESE    
   57 TR4225DS POWE  127000  139700     800   12000     168     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD 225 HP DIESE    
   60 TR4290DS POWE  143107  157418     999   12000     216     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 TRACTOR 4WD 290 HP DIESE    
   63 4W40HPDS POWE  159080  174990     320   12000      30     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 4W ASST  40 HP DIESEL       
   66 4W55HPDS POWE   18650   20515     340   12000      41     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 4W ASST  55 HP DIESEL       
   69 4W85HPDS POWE   29862   32848     550   12000      63     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 4W ASST  85 HP DIESEL       
   72 4W100DS  POWE   38492   42342     525   12000      75     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 4W ASST 100 HP DIESEL       
   75 4W135DS  POWE   54791   60270     640   12000     101     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 4W ASST 135 HP DIESEL       
   81 4W175DS  POWE   81881   90069     660   12000     130     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 4W ASST 175 HP DIESEL       
   84 4W205DS  POWE  100515  110567     685   12000     153     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 4W ASST 205 HP DIESEL       
   87 4W225DS  POWE  112969  124266     800   12000     168     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 4W ASST 225 HP DIESEL       
   90 4W290DS  POWE  143107  157418     999   12000     216     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 4W ASST 290 HP DIESEL       
   93 CRAW40DS POWE   15908   17499     320   12000      30     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0    0.05       5       0       0       0       0       0       4       0       0       0       0       0       5 CRAWLER  40 HP DIESEL       
   96 CRAW55DS POWE   18650   20515     340   12000      41     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 CRAWLER  55 HP DIESEL       
   99 CRAW85DS POWE   29862   32848     550   12000      63     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 CRAWLER  85 HP DIESEL       
  102 CRW100DS POWE   38492   42342     525   12000      75     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 CRAWLER 100 HP DIESEL       
  105 CRW135DS POWE   54791   60270     640   12000     101     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 CRAWLER 135 HP DIESEL       
  108 CRW160DS POWE   69716   76687     660   12000     119     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 CRAWLER 160 HP DIESEL       
  111 CRW175DS POWE   81881   90069     660   12000     130     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 CRAWLER 175 HP DIESEL       
  112 CRW205DS POWE  100515  110567     685   12000     153     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 CRAWLER 205 HP DIESEL       
  115 CRW225DS POWE  112969  124266     800   12000     168     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 CRAWLER 225 HP DIESEL       
  120 CRW290DS POWE  143107  157418     999   12000     216     0.3       0   0.003       2     0.1    0.42    0.68    0.92       0       0       0       0       0       0       0       0       0       4       0       0       0       0       0       0 CRAWLER 290 HP DIESEL       
  121 DRLLNT24 NON    44130   48543     100    2000       0     7.3    6.44    0.32     2.1       0       0     0.6   0.885    0.65       0     0.2      10      40      25    0.17       0       0       6       0       0       0       0    6.79      10 DRILL NO-TILL 24 FT         
  123 PLBEET8R NON     1155    1270      26     390       0     1.4    6.44    0.32     2.1       0       0    0.68    0.92    0.65       0     0.2      10      40      25    0.17       0       0       5       0       0       0       0    6.79      10 BEET PLANTER 8 ROW          
  124 PLPOTATO NON    24577   27035      50    1200       0     5.5    5.63    0.32     2.1     0.1       0     0.6   0.885    0.75       0     0.2      10     100      25    0.17       0       0       5       0       0       0       0    6.79      10 POTATO PLANTER              
  126 PLTRAN4R NON     1400    1540     200    2000       0     3.7    3.22    0.32     2.1     0.1       0     0.6   0.885     0.7       0     0.3      10     100      25    0.91       0       0       5       0       0       0       0    6.79      10 TRANSPLANTER 4-ROW 12FT     
  132 DRPLDG14 NON    15808   17389      65    1200       0     4.3    4.02    0.32     2.1     0.1       0     0.9    0.98     0.7       0     0.1      10      40      25    0.17       0       0       5       0       0       0       0    6.79      10 DRILL,PLAIN,DISCGRAIN GT    
  133 DRPLDG14 NON    15808   17389      65    1200       0     4.3    4.02    0.32     2.1     0.1       0     0.5    0.84     0.7       0     0.1      10      40      25    0.17       0       0       5       0       0       0       0    6.79      10 DRILL,PLAIN,DISCGRAIN GT    
  135 PLRG12RW NON    25175   27692      55    1200       0     6.1    8.85    0.32     2.1     0.1       0     0.6    0.85    0.65       0     0.1      10      40      75       1       0       0       5       0       0       0       0    6.79      10 PLANTER REGULAR 12 ROW      
  136 PLRG12RW NON    25175   27692      55    1200       0     6.1    8.85    0.32     2.1     0.1       0     0.9   0.995    0.65       0     0.1      10      40      75       1       0       0       5       0       0       0       0    6.79      10 PLANTER REGULAR 12 ROW      
  139 PLNTL6RW NON    19556   21512     115    1200       0     5.2    4.99    0.32     2.1     0.1       0     0.6   0.885     0.7       0    0.02      10      60      10    0.86       0       0       5       0       0       0       0    6.79      10 PLANTER NO-TILL 6 ROW       
  143 PLRDT6RW NON    19556   21512     115    1200       0       6    4.99    0.32     2.1     0.1       0     0.6   0.885     0.7       0    0.05      10      40      75       1       0       0       5       0       0       0       0    6.79      10 PLANTER RIDGE TILL 6 ROW    
  144 AERLSEED NON    13557   14913      30    1200       0     6.1    4.83    0.32     2.1     0.1       0     0.6   0.885     0.8       0       0       0      40      25    0.17       0       0       6       0       0       0       0    6.79       0 AERIAL SEEDING              
  146 BRDCSEED NON     8047    8852      60    1200       0     6.1    7.88    0.32     2.1     0.1    0.42     0.6   0.885    0.75       0       0       0      60      10    0.86       0       0       6       0       0       0       0    6.79       0 BROADCAST SEEDER            
  157 ROWCGE15 NON     7272    7999     100    2000       0     6.1    5.63    0.17     2.2     0.1       0     0.6   0.885     0.8       0    0.25      15      25     100       1       0       0       0       0       0       0       0   6.688      15 ROW CULTIVATOR GE15FT       
  160 FLDCLT36 NON    16405   18045      80     800       0      11    8.05    0.27     1.4     0.1     0.8     0.3     0.7    0.75       0     0.3      20     100      25     0.3       0       0       0       0       0       0       0   9.728      20 FIELD CULTIVATOR 36FT       
  162 HRW10BAR NON     5757    6332     150    2500       0      11    6.44    0.27     1.4     0.1       0     0.6   0.885    0.75       0     0.2      13      25       0       0       0       0       0       0       0       0       0   5.472      13 HARROW 10 BAR TINE 36 FT    
  165 CULPKPUL NON     5904    6494     100    2000       0     4.3    9.65    0.16     1.7     0.1       0     0.6   0.885    0.85       0    0.35       5      40      25    1.78       0       0       0       0       0       0       0   9.485       5 CULTI-PACKER PULVERIZER     
  166 LANDLEVL NON     7096    7806      40    2000       0     2.1    7.24    0.18     1.7     0.1    0.25     0.6   0.885     0.8       0     0.5      18      75       0       0       0       0       0       0       0       0       0  13.984      18 LAND PLANE-LEVELER          
  172 LISTRMID NON     7824    8606     100    2500       0     4.3    7.24    0.29     1.8     0.1       0     0.6   0.885     0.8       0     0.8      25      40      75       1       0       0       0       0       0       0       0  20.429      25 LISTER (MIDDLE-BUSTER)      
  177 SANDFIGT NON      848     932      50    2000       0     4.3   11.26    0.23     1.4     0.1       0     0.6   0.885     0.8       0     0.2      10     100       0       0       0       0       0       0       0       0       0   7.296      10 SAND-FIGHTER                
  178 SEEDROLL NON     7062    7768     100    2000       0     4.3    7.24    0.16     1.3     0.1       0     0.6   0.885     0.8       0       0       0     100       0       0       0       0       0       0       0       0       0       3       0 SEEDBED ROLLER              
  185 FLEXGE20 NON     3190    3509      40    2500       0     6.4    8.05    0.27     1.4     0.1       0     0.6   0.885    0.85       0     0.2      13      25       0       0       0       0       0       0       0       0       0   5.472      13 FLEX-TINE HARROW CL GE20    
  188 SPIKGT25 NON     2317    2548      40    2000       0     7.9    8.05    0.27     1.4     0.1       0     0.6   0.885    0.85       0    0.25      13      25       0       0       0       0       0       0       0       0       0   6.688      13 SPIKE TOOTH HARROW GT25F    
  190 SPTHGE15 NON     4197    4617     100    2000       0     4.9    8.05    0.27     1.4     0.1       0     0.6   0.885    0.85       0    0.35      13      25       0       0       0       0       0       0       0       0       0    9.12      13 SPRINGTOOTH HARROW GE15F    
  196 ROTHOE   NON     3970    4367      40    2000       0     4.3   11.26    0.23     1.4     0.1       0     0.6   0.885     0.8       0     0.1      13       5       0       0       0       0       0       0       0       0       0       3      13 ROTARY HOE                  
  199 ROTOTILL NON    14406   15846      80    2000       0     4.3    6.44    0.36       2     0.1     0.5     0.6   0.885     0.8       0     0.8      13       5       0       0       0       0       0       0       0       0       0  19.578      13 ROTO-TILLER                 
  207 BEETPULL NON    16155   17771     100    1500       0       3     3.2    0.28     1.4       0       0     0.8    0.96    0.65       0     0.5      20     150       0       0       0       0       2    0.95     0.5       0       0   16.47      20 BEET PULLER                 
  211 CHPLLE15 NON    13000   14300      80    1600       0     4.3    7.24    0.28     1.4     0.1     0.8     0.5    0.88    0.85       0     0.6      20     150      50     0.3       0       0       0       0       0       0       0   18.24      20 CHISEL PLOW LE15FT          
  212 CCHPLOW  NON     7584    8342      80    1600       0     5.5    8.05    0.28     1.4     0.1     0.5     0.6   0.885     0.8       0     0.4      20     150      50     0.3       0       0       0       0       0       0       0  13.376      20 COULTER-CHISEL PLOW         
  213 DKPLGE23 NON    26200   28820      60    1200       0     7.3    7.24    0.18     1.7     0.1     0.8     0.5    0.82     0.8       0    0.85      50     100       0       0       0       0       0       0       0       0       0  23.104      50 DISK PLOW GE23FT            
  215 MLBDR4-6 NON     8304    9134     100    2000       0       2    7.24    0.29     1.8     0.1       0     0.6   0.885     0.8       0    0.99      30     150       0       0       0       0       0       0       0       0       0  27.725      30 MOLDBOARD PLOW REG 4-6B     
  218 MLBD24-6 NON    14964   16461     100    2000       0       2    7.24    0.29     1.8     0.1       0     0.6   0.885     0.8       0    0.95      30     150       0       0       0       0       0       0       0       0       0  26.752      30 MOLDBOARD PLOW 2-WAY 4-6    
  223 SUBCHPLW NON    10724   11796     100    2000       0     5.5    6.44    0.28     1.4     0.1       0     0.6   0.885     0.8       0    0.45      15     350       0       0       0       0       0       0       0       0       0  19.456      15 SUBSOIL CHISEL PLOW         
  227 RICEROLL NON     7233    7956      58    1750       0     1.8    4.83    0.16     1.3     0.1       0     0.6   0.885     0.7       0       0       0      50       0       0       0       0       0       0       0       0       0       3       0 RICE ROLLER                 
  230 RIPRSUBS NON    10525   11578     100    2000       0     5.5    6.44    0.28     1.4     0.1       0     0.6   0.885     0.8       0    0.25      15     350       0       0       0       0       0       0       0       0       0  14.592      15 DEEP RIPPER- SUBSOILER      
  238 DSKBRMKR NON    21009   23110      50    2500       0     2.1    7.24    0.18     1.7     0.1       0     0.6   0.885     0.8       0    0.55      20     150      50     0.3       0       0       0       0       0       0       0  17.024      20 DISK BORDER MAKER           
  239 DKCHMTIL NON     3362    3699     100    2000       0       4    8.05    0.18     1.7     0.1       0     0.6   0.885    0.85       0    0.25      13     150      50     0.3       0       0       0       0       0       0       0       0    31.2 DISK CHISEL (MULCH TILLER   
  240 OFFDGE19 NON    34677   38145      80    1600       0     5.8    7.24    0.18     1.7     0.1     0.8     0.5    0.75     0.8       0     0.7      50     100       0       0       0       0       0       0       0       0       0  19.456      50 OFFSET DIS/HEAVDUTY GE19    
  247 TANPGE19 NON    29713   32685      50     600       0     5.8    7.24    0.18     1.7     0.1     0.8     0.5    0.75     0.8       0    0.55      18      75       0       0       0       0       0       0       0       0       0    15.2      18 TANDEM DISK PLW GE19FT      
  250 TANRGE19 NON    17821   19603      80    1600       0     5.8    6.44    0.18     1.7     0.1     0.8     0.5    0.82     0.8       0    0.75      50     100       0       0       0       0       0       0       0       0       0  20.672      50 TANDEM DISK REG GE19FT      
  254 MANURSCP NON        0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0      21   0.999    0.99       0       0       0       0 MANURE SCRAPER              
  255 BLADE 10 NON      291     320     250    2500       0       3    6.44    0.29     1.8     0.1       0     0.6   0.885     0.8       0    0.25      13      75       0       0       0       0       0       0       0       0       0   7.904      13 BLADE 10 FT                 
  256 FURWDIKE NON    19196   21116      50    2500       0     2.1    7.24    0.17     2.2     0.1       0     0.6   0.885     0.8       0     0.3      13     100     150       1     150       1      17       0       0       0       0       5      13 FURROW DIKER                
  258 AERIALFT SELF   78942   86837      50    2000       0     9.1    6.44    0.63     1.3     0.1       0    0.56   0.885    0.67       0       0       0       0       0       0       0       0       9       0       0       0       0       5       0 AERIAL FERT APPLICATION     
  259 ANHYTRAC NON     5594    6154      50    1200       0     9.1    6.44    0.63     1.3     0.1       0     0.6   0.885    0.65       0     0.3      13      75      25     0.3       0       0       9       0       0       0       0       5      13 ANHYD FERT APP TRACTOR M    
  260 ANHYTRLR NON    12047   13252      50    1200       0     9.1    6.44    0.63     1.3     0.1       0     0.6   0.885    0.65       0     0.3      13      75      25     0.3       0       0       9       0       0       0       0       5      13 ANHYD FERT APP TRAILER M    
  261 DRYFTRLR NON     1483    1631      50    1200      75     9.1    7.24    0.63     1.3     0.1       0     0.6   0.885     0.7       0       0       0       0       0       0       0       0       9       0       0       0       0       5       0 DRY FERT SPRDR TRAILER M    
  265 LQDFTRLR NON     6829    7512      80    1500       0     9.1   10.46    0.63     1.3     0.1       0     0.6   0.885    0.65       0       0       0       0       0       0       0       0       9       0       0       0       0       5       0 LQUD FERT APPL TRAILER M    
  266 MANSPDER NON     5665    6232     100    2000      75     6.1    6.44    0.63     1.3     0.1       0     0.6   0.885    0.65       0       0       0       0       0       0       0       0       9       0       0       0       0       5       0 MANURE SPREADER             
  267 SPFTSPDR SELF   62569   68826      50    2000      75     9.1   10.46    0.63     1.3     0.1       0    0.56   0.885    0.65       0       0       0       0       0       0       0       0       9       0       0       0       0       5       0 SELF-PROP FERT SPREADER     
  268 ANIMAL   SELF       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       9       0       0       0       0       5       0 ANIMAL MANURE DUMP          
  269 LIMEAPP  NON     5665    6232     100    2000       0     6.1    6.44    0.63     1.3     0.1       0     0.6   0.885    0.65       0       0       0       0       0       0       0       0      27       0       0       0       0       5       0 LIME APPLICATION            
  271 FERTRENT CUST      50       0     800   24000       0      11    4.83    0.63     1.3       0       0     0.6   0.858     0.5       0     0.3      13      50      25     0.3       0       0       9       0       0       0       0       5      13 FERT APPL SHANK 36FT REN    
  272 AERIALCH SELF   25027   27529     100    2500       0     9.1     8.1     0.2     1.6     0.1       0     0.6   0.885     0.8       0       0       0       0       0       0       0       0       7    0.95       0       0       0    2.54       0 AERIAL CHEM APPLICATION     
  273 CHEMIMPL NON     2284    2512      50    1200       0       3    7.24    0.41     1.3     0.1       0     0.6   0.885     0.7       0       0       0       0       0       0       0       0       7    0.95       0       0       0    2.54       0 CHEM APPL ATT TO IMPL       
  274 CHEMLGSP SELF   30899   33989      50    2000      75     9.1   10.46    0.41     1.3     0.1    0.42    0.56   0.885    0.65       0       0       0       0       0       0       0       0       7    0.95       0       0       0    2.54       0 CHEM APPL LG SELF-PROP      
  277 CGE30TLR NON     6700    7370      80    1500       0      11    7.24    0.41     1.3     0.1       0     0.6   0.885    0.65       0       0       0       0       0       0       0       0       7    0.95       0       0       0    2.54       0 CHEM APPL GE30FT TRLR MT    
  283 CHEMRENT CUST      24       0     128       1       0    18.3    6.44    0.41     1.3       0       0       0       0    0.75       0       0       0       0       0       0       0       0       7    0.95       0       0       0    2.54       0 CHEM APPL (RENTED) 60 FT    
  292 CSP2WD   SELF  164865  181352      85    2000     119     4.9       5    0.04     2.1     0.1    0.42    0.64   0.885     0.7       0       0       0   -5000       0       0       0       0       2    0.95       0       0       0   16.47       0 COMBINE SELF-PROP 2WD       
  293 CSP4WD   SELF  147841  162625     205    2000     119     5.5    5.31    0.04     2.1     0.1    0.42    0.64   0.885     0.7       0       0       0     -50       0       0       0       0       2    0.95       0       0       0   16.47       0 COMBINE SELF-PROP 4WD       
  294 CSPTRACK SELF  179346  197281     400    3500     119     5.5    1.61    0.04     2.1     0.1    0.42    0.64   0.885     0.7       0       0       0     -50       0       0       0       0       2    0.95       0       0       0   16.47       0 COMBINE SELF-PROP TRACK     
  295 CORNPICK SELF   14827   16310      55    2000     149     1.5    5.95    0.14     2.3     0.1       0     0.6   0.885     0.7       0       0       0     -50       0       0       0       0       2    0.95       0       0       0   16.47       0 CORN PICKER                 
  296 CTTNPICK NON     7634    8398      50    2000       0     4.9    4.83    0.11     1.8     0.1       0     0.6   0.885     0.8       0       0       0     -50       0       0       0       0       2    0.95       0       0       0   16.47       0 COTTON PICKER (MTD)         
  297 CTTNPKSP SELF  222000  244200     260    2500     149     1.5    4.18    0.11     1.8     0.1    0.42    0.64   0.885     0.7       0       0       0     -50       0       0       0       0       2    0.95       0       0       0   16.47       0 COTTON PICKER SELF-PROP     
  298 CTMODULE NON    13000   14300     550   20000       0     4.9    1.61     0.1     1.8     0.1       0    0.64   0.885     0.8       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0 COTTON MODULE BUILDER       
  299 CTTNROOD NON     7634    8398     210    2500       0     4.9    6.44    0.11     1.8     0.1       0     0.6   0.885     0.8       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0 COTTON ROOD MACHINE         
  300 CTTNSTPR NON     7634    8398     120    2500       0     4.9    7.24    0.11     1.8     0.1       0     0.6   0.885     0.8       0       0       0     -50       0       0       0       0       2    0.95       0       0       0   16.47       0 COTTON STRIPPER (MTD)       
  302 CTTNSTSP SELF  101935  112129     145    2000     149     4.9    6.92    0.11     1.8     0.1    0.42    0.64   0.885    0.75       0       0       0     -50       0       0       0       0       2    0.95       0       0       0   16.47       0 COTTON STRIPPER SELF-PRO    
  303 CTTNTRLR NON     2000    2200      20     525       0     4.9   19.31    0.19     1.3     0.1       0     0.6   0.885   0.509       0       0       0       0       0       0       0       0      12       0       0       0       0       0       0 COTTON TRAILER              
  304 PNUTDIGS NON     8649    9514      50    2000       0     4.9    4.02    0.59     1.3     0.1       0     0.6   0.885     0.8       0     0.5      20     180       0       0       0       0       0       0       0       0       0  16.538      20 PEANUT DIGGER-SHAKER        
  305 PNUTCOMB NON    81923   90115      60    2000       0     4.9     3.2    0.12     2.3     0.1       0    0.64   0.885    0.55       0       0       0     100       0       0       0       0       2    0.95     0.4       0       0   16.47       0 PEANUT COMBINE (PTO)        
  306 PNUTRESK NON     5717    6288      40    1200       0     4.9    4.02    0.06       2     0.1       0     0.6   0.885     0.8       0       0       0     180       0       0       0       0       0       0       0       0       0   4.378       0 PEANUT RESHAKER-COND        
  307 PNUTSHKI NON    16320   17952      70    1200       0     4.9    4.02    0.06       2     0.1       0     0.6   0.885     0.8       0       0       0     180       0       0       0       0       0       0       0       0       0   4.378       0 PEANUT SHAKER-INVERTER      
  308 PNUTVINC NON     7329    8062      50    1200       0     4.9    1.61    0.46     1.7     0.1       0     0.6   0.885     0.8       0       0       0     180       0       0       0       0       0       0       0       0       0   4.378       0 PEANUT VINE CUTTER          
  309 PNUTWAGN NON    63208   69528     100    2000       0     4.9   16.09    0.19     1.3     0.1       0     0.6   0.885   0.825       0       0       0       0       0       0       0       0      12       0       0       0       0       0       0 PEANUT WAGON                
  310 SILAGEHV NON    28970   31867      80    2000       0     1.5    4.51    0.15     1.6     0.1    0.42    0.56   0.885     0.6       0       0       0     -50       0       0       0       0       6     0.5     0.5       0       0   16.47       0 SILAGE HARVESTER            
  313 BALERMTD NON    13198   14518     100    2500       0     3.7     6.4    0.23     1.8     0.1       0     0.6   0.885     0.8       0       0       0     -25       0       0       0       0       2    0.95    0.95       0       0   16.47       0 BALER, MOTOR MTD            
  314 BALEPTOL NON    16300   17930     100    2000       0     3.7    16.1     0.1     1.8     0.1     0.5    0.56   0.885   0.825       0       0       0       0       0       0       0       0       2  -0.999   0.999       0       0   16.47       0 BALER, PTO LARGE            
  315 BALEPTOS NON    17600   19360     100    2000       0     3.7    16.1    0.23     1.8     0.1     0.5    0.56   0.885   0.825       0       0       0     -25       0       0       0       0       2   0.999   0.999       0       0   16.47       0 BALER, PTO SMALL            
